reference_no,reference_text_joined,source_lines_as_printed,project_text_before_last_location_suffix,last_location_suffix_as_printed,location_split_method,reference_scope,source_pdf_page,source_printed_page,source_column,catalog_text_color,verification_status,verification_note
804,RABWA RESIDENTIAL / İSTANBUL,RABWA RESIDENTIAL / İSTANBUL,RABWA RESIDENTIAL,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
805,RADIOTHERAPY HOSPITAL / IRAK,RADIOTHERAPY HOSPITAL / IRAK,RADIOTHERAPY HOSPITAL,IRAK,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
806,RADISSON BLU OTEL TAKSİM / İSTANBUL,RADISSON BLU OTEL TAKSİM / İSTANBUL,RADISSON BLU OTEL TAKSİM,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
807,RAMADA OTEL / ADANA,RAMADA OTEL / ADANA,RAMADA OTEL,ADANA,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
808,RAMADA OTEL GEBZE / KOCAELİ,RAMADA OTEL GEBZE / KOCAELİ,RAMADA OTEL GEBZE,KOCAELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
809,RAMADA OTEL İZMİT / KOCAELİ,RAMADA OTEL İZMİT / KOCAELİ,RAMADA OTEL İZMİT,KOCAELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
810,RAMADİ HASTANESİ / IRAK,RAMADİ HASTANESİ / IRAK,RAMADİ HASTANESİ,IRAK,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
811,RANİA HASTANESİ / IRAK,RANİA HASTANESİ / IRAK,RANİA HASTANESİ,IRAK,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
812,RANİYE HASTANESİ / IRAK,RANİYE HASTANESİ / IRAK,RANİYE HASTANESİ,IRAK,last slash suffix only; not externally verified,domestic_and_regional_project_references,140,138,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
813,RECKITT BENCKISER TUZLA / İSTANBUL,RECKITT BENCKISER TUZLA / İSTANBUL,RECKITT BENCKISER TUZLA,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
814,RECORDATI ÇERKEZKÖY İLAÇ FABRİKASI / TEKİRDAĞ,RECORDATI ÇERKEZKÖY İLAÇ FABRİKASI / TEKİRDAĞ,RECORDATI ÇERKEZKÖY İLAÇ FABRİKASI,TEKİRDAĞ,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
815,REFERANS BAHÇEŞEHİR / İSTANBUL,REFERANS BAHÇEŞEHİR / İSTANBUL,REFERANS BAHÇEŞEHİR,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
816,REFERANS BEYLİKDÜZÜ / İSTANBUL,REFERANS BEYLİKDÜZÜ / İSTANBUL,REFERANS BEYLİKDÜZÜ,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
817,REGNUM CARYA GOLF & SPA RESORT OTEL / ANTALYA,REGNUM CARYA GOLF & SPA RESORT OTEL / ANTALYA,REGNUM CARYA GOLF & SPA RESORT OTEL,ANTALYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
818,RENAULT MAİS YEDEK PARÇA AMBARI KESTEL OSB / BURSA,RENAULT MAİS YEDEK PARÇA AMBARI KESTEL OSB / BURSA,RENAULT MAİS YEDEK PARÇA AMBARI KESTEL OSB,BURSA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
819,RENOVA LOT 1-2-3 / GÜRCİSTAN,RENOVA LOT 1-2-3 / GÜRCİSTAN,RENOVA LOT 1-2-3,GÜRCİSTAN,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
820,RESİM İSTANBUL,RESİM İSTANBUL,RESİM İSTANBUL,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
821,REŞADİYE VİLLALARI / İSTANBUL,REŞADİYE VİLLALARI / İSTANBUL,REŞADİYE VİLLALARI,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
822,RİNGS İSTANBUL,RİNGS İSTANBUL,RİNGS İSTANBUL,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
823,RİXOS PERA OTEL / İSTANBUL,RİXOS PERA OTEL / İSTANBUL,RİXOS PERA OTEL,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
824,RKB HASTANESİ / MOLDOVA,RKB HASTANESİ / MOLDOVA,RKB HASTANESİ,MOLDOVA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
825,ROKETSAN ELMADAĞ YERLEŞKESİ HİZMET BİNASI / ANKARA,ROKETSAN ELMADAĞ YERLEŞKESİ HİZMET BİNASI / ANKARA,ROKETSAN ELMADAĞ YERLEŞKESİ HİZMET BİNASI,ANKARA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
826,ROKETSAN KIRKLARELİ TESİSİ,ROKETSAN KIRKLARELİ TESİSİ,ROKETSAN KIRKLARELİ TESİSİ,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
827,ROKETSAN N61 / ANKARA,ROKETSAN N61 / ANKARA,ROKETSAN N61,ANKARA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
828,ROKETSAN TAPA ÜRETİM TESİSLERİ / ANKARA,ROKETSAN TAPA ÜRETİM TESİSLERİ / ANKARA,ROKETSAN TAPA ÜRETİM TESİSLERİ,ANKARA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
829,RUSSKY STANDART VODKA FABRİKASI / RUSYA,RUSSKY STANDART VODKA FABRİKASI / RUSYA,RUSSKY STANDART VODKA FABRİKASI,RUSYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
830,SABANCI ÜNİVERSİTESİ NANODAM / İSTANBUL,SABANCI ÜNİVERSİTESİ NANODAM / İSTANBUL,SABANCI ÜNİVERSİTESİ NANODAM,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
831,SABİHA GÖKÇEN HAVAALANI / İSTANBUL,SABİHA GÖKÇEN HAVAALANI / İSTANBUL,SABİHA GÖKÇEN HAVAALANI,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
832,SAKARYA 3.OSB ALT YAPI İŞLERİ,SAKARYA 3.OSB ALT YAPI İŞLERİ,SAKARYA 3.OSB ALT YAPI İŞLERİ,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
833,SAKARYA ENTEGRE KATI ATIK YÖN.A.Ş,SAKARYA ENTEGRE KATI ATIK YÖN.A.Ş,SAKARYA ENTEGRE KATI ATIK YÖN.A.Ş,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
834,SAKARYA STADYUM,SAKARYA STADYUM,SAKARYA STADYUM,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
835,SAKARYA ÜNİVERSİTESİ,SAKARYA ÜNİVERSİTESİ,SAKARYA ÜNİVERSİTESİ,,no slash suffix,domestic_and_regional_project_references,141,139,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
